season,team,conference,offense.ppa,offense.successRate,offense.explosiveness,offense.powerSuccess,offense.pointsPerOpportunity,offense.fieldPosition.averageStart,offense.standardDowns.successRate,offense.passingDowns.ppa,offense.rushingPlays.ppa,offense.passingPlays.ppa,defense.ppa,defense.successRate,defense.explosiveness,defense.powerSuccess,defense.stuffRate,defense.pointsPerOpportunity,defense.fieldPosition.averageStart,defense.havoc.total,defense.rushingPlays.ppa,defense.passingPlays.ppa
2025,Ball State,Mid-American,-0.0324629835454992,0.313725490196078,1.08011713921365,1,0,80.8,0.419354838709677,-0.171393175677621,-0.00358582624216007,-0.0810981958458599,0.396939266086495,0.517241379310345,1.2866061161209,0.6,0.310344827586207,4.8,72.3,0.155,0.140459973944064,0.653418558228927
2025,Baylor,Big 12,0.303080897811387,0.380281690140845,1.88266866207494,1,4,73.9,0.363636363636364,0.848664009538988,0.0370321826508386,0.400291005273895,0.288815913296794,0.557142857142857,0.890593189230116,1,0.0943396226415094,6.2,73.9,0.075,0.26358679400727,0.367471402846487
2025,Boise State,Mountain West,-0.032919554824772,0.418604651162791,0.850951498621226,0.75,1,73.3,0.444444444444444,0.0909206741521758,-0.190696282463018,0.0919870212221728,0.319242163816409,0.339622641509434,1.90035195672796,0.5,0.2,5.4,68.3,0.094,0.358025700794995,0.284614005799814
2025,Boston College,ACC,0.448020851370389,0.512820512820513,1.35567552344049,0.777777777777778,6.55555555555556,63.6,0.532258064516129,0.972240943593236,0.0365789518187005,0.819322077795083,-0.191248543431765,0.283582089552239,1.14821055095773,1,0.291666666666667,5,76.3,0.27,-0.136356889724422,-0.221885745500979
2025,Bowling Green,Mid-American,-0.0261165833063981,0.39344262295082,0.794564751565809,0.833333333333333,3.2,63.2,0.476190476190476,-0.0408161869444916,-0.111028560902447,0.147952970765503,-0.0807351352991753,0.228070175438596,1.29061634032858,1,0.269230769230769,2.33333333333333,79.3,0.436,-0.192170210517479,0.0127265406903697
2025,Buffalo,Mid-American,0.0309174066839572,0.27906976744186,1.08921360174441,0.666666666666667,3.33333333333333,75.2,0.344827586206897,0.115832139381139,-0.113647199538803,0.182366041774468,0.223321612101325,0.448717948717949,1.31006157565263,0.833333333333333,0.0975609756097561,2.28571428571429,65.3,0.108,-0.0450169389631924,0.520669736253898
2025,BYU,Big 12,0.664615272128405,0.590909090909091,1.41159356999068,0.75,6.11111111111111,68.3,0.648148148148148,0.558870095241833,0.674924822027135,0.637123139065126,-0.299433869665819,0.113636363636364,1.10417616494675,0,0.636363636363636,0,73.6,0.273,-0.347642776292292,-0.251224963039346
2025,California,ACC,0.159743103255321,0.403225806451613,1.33698961239617,0.8,4.8,56.8,0.466666666666667,0.267399182760989,0.0238549640300977,0.304690451762227,0.0909911730543371,0.426229508196721,0.886122349004287,0.75,0.259259259259259,4,69.5,,-0.189578423152753,0.313796440630556
2025,Central Michigan,Mid-American,0.125143931814555,0.4375,0.89468791139033,0.6,2.66666666666667,66.5,0.595238095238095,0.218653941018887,0.0292491994208383,0.501346343512981,0.0921364523976194,0.382352941176471,1.27516103216921,0.4,0.217391304347826,1.75,75.2,0.149,-0.0572126177120377,0.296539590090394
2025,Charlotte,American Athletic,0.0891230403930701,0.322033898305085,1.5411599431218,0.75,3.33333333333333,76.9,0.342857142857143,0.339899296841242,-0.112038959079326,0.413694959355961,0.209302257020681,0.533333333333333,0.968408403715244,0.7,0.1,4.25,71.5,0.538,0.0742928954031837,0.317309746314679
2025,Cincinnati,Big 12,0.192885463471589,0.545454545454545,0.89203426355554,1,4.25,75.2,0.585365853658537,0.524376363665838,0.622649114677423,-0.165576988453636,0.15120287348418,0.493506493506494,0.95849399998463,1,0.212121212121212,4,71.3,0.139,-0.0512035289338902,0.303007675297733
2025,Clemson,ACC,-0.0111767038922714,0.344827586206897,1.28709158736319,1,2,71.3,0.432432432432432,-0.0251733223774122,-0.034440213708819,-0.000708124474824952,0.0620529567036203,0.414285714285714,1.07163231708075,0.8,0.290322580645161,2.42857142857143,73,0.043,0.0183920448142594,0.0967577841028559
2025,Coastal Carolina,Sun Belt,-0.0864777290222714,0.292307692307692,1.06583887837944,0,1.75,73.3,0.333333333333333,0.070328472592204,-0.164600083802118,-0.0273581091888739,0.366619827254986,0.512820512820513,1.22693325232787,0.727272727272727,0.0697674418604651,3.77777777777778,63,,0.327681416403688,0.414458446300867
